nr,lat_orig,lon_orig,hell_orig,rdx_orig,rdy_orig,nap_orig,lat_calc,lon_calc,hell_calc,rdx_calc,rdy_calc,nap_calc,lat_diff,lon_diff,hell_diff,rdx_diff,rdy_diff,nap_diff
30010000,51.728601274,4.712120126,301.7981,108360.8790,415757.2745,258.0057,51.728601274,4.712120126,301.7981,108360.8790,415757.2745,258.0057,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010001,52.115330444,7.684748554,41.4160,312352.6004,461058.5812,-2.5206,52.116313853,7.685521084,-2.5206,312303.1748,460947.5436,41.4160,-0.000983409,-0.000772530,43.9366,49.4256,111.0376,-43.9366
30010002,53.001308983,3.360296728,72.6882,18940.4448,559061.2153,29.9951,53.001308983,3.360296729,72.6882,18940.4447,559061.2153,29.9951,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010003,51.682439113,2.739626538,269.9401,-28072.8306,413735.0451,225.6753,51.683363916,2.739678435,225.6753,-28080.1603,413632.3474,269.9401,-0.000924803,-0.000051897,44.2648,7.3297,102.6977,-44.2648
30010004,53.558631914,6.829370962,39.9510,250569.5957,620134.9245,-0.2625,53.558631914,6.829370963,39.9510,250569.5956,620134.9245,-0.2625,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010005,51.589888118,3.160820284,-11.4426,729.7127,402466.5599,-55.6883,51.589888117,3.160820285,-11.4426,718.8690,402364.9971,-11.4426,0.000000001,-0.000000001,-0.0000,10.8437,101.5628,-44.2457
30010006,53.957638355,5.089553648,301.2718,135458.0914,663630.6489,260.6568,53.958837754,5.089936477,260.6568,135432.4065,663497.2508,301.2718,-0.001199399,-0.000382829,40.6150,25.6849,133.3981,-40.6150
30010007,52.175136373,2.618267658,77.9387,-34373.0132,468835.5131,33.8482,52.176118301,2.618295645,33.8482,-34379.0966,468726.4046,77.9387,-0.000981928,-0.000027987,44.0905,6.0834,109.1085,-44.0905
30010008,51.593897609,3.927663147,106.9715,53868.5138,401568.0165,62.7610,51.593897609,3.927663147,106.9715,53868.5138,401568.0165,62.7610,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30010009,53.184783369,5.816489592,203.4425,183697.1899,577653.4349,162.1973,53.184783369,5.816489593,203.4425,183697.1899,577653.4349,162.1973,-0.000000000,-0.000000001,-0.0000,0.0000,0.0000,0.0000
30010010,51.665048744,6.975755518,95.5102,264897.3013,409670.0085,50.7614,51.665048744,6.975755518,95.5102,264897.3013,409670.0085,50.7614,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010011,52.895724188,3.977163774,-14.0975,60114.5409,546326.8570,-56.5891,52.895724187,3.977163775,-14.0975,60114.5409,546326.8571,-56.5891,0.000000001,-0.000000001,0.0000,0.0000,-0.0001,-0.0000
30010012,52.625706976,7.426184226,267.7075,293049.2890,517300.6867,225.1625,52.626750395,7.426919766,225.1625,293002.7780,517183.2264,267.7075,-0.001043419,-0.000735540,42.5450,46.5110,117.4603,-42.5450
30010013,53.140259161,3.321991798,220.7720,16812.5046,574592.6914,178.2825,53.140259161,3.321991799,220.7720,16812.5045,574592.6914,178.2825,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010014,51.825323002,5.049883673,3.4374,131745.5792,426355.6419,-40.1293,51.825323002,5.049883674,3.4374,131745.5791,426355.6419,-40.1293,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010015,50.967871682,2.645053232,26.9382,-37597.7813,334519.6739,-17.4082,50.968712451,2.645100133,-17.4082,-37604.5809,334426.3181,26.9382,-0.000840769,-0.000046901,44.3464,6.7996,93.3558,-44.3464
30010016,52.564969595,2.960450296,174.1037,-9524.1621,511355.0771,130.6485,52.565998817,2.960523945,130.6485,-9532.9946,511240.7823,174.1037,-0.001029222,-0.000073649,43.4552,8.8325,114.2948,-43.4552
30010017,51.891451991,3.940964982,271.4349,55448.2064,434649.2759,227.6923,51.891451991,3.940964982,271.4349,55448.2064,434649.2759,227.6923,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010018,51.749850783,4.704324531,99.3574,107844.5008,418126.3146,55.5892,51.749850782,4.704324532,99.3574,107844.5007,418126.3147,55.5892,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010019,52.716916247,4.971955798,232.1489,126941.2885,525583.8295,189.7350,52.716916246,4.971955799,232.1489,126941.2885,525583.8296,189.7350,0.000000001,-0.000000001,0.0000,0.0000,-0.0001,-0.0000
30010020,53.473095072,6.886681267,290.4741,254565.6835,610693.7409,250.1468,53.473095072,6.886681268,290.4741,254565.6835,610693.7409,250.1468,-0.000000000,-0.000000001,0.0000,0.0000,0.0000,-0.0000
30010021,52.763874938,4.069800843,115.9049,66080.2628,531539.0239,73.2384,52.763874937,4.069800844,115.9049,66080.2627,531539.0240,73.2384,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010022,51.219509537,3.242243400,81.3849,5158.5834,361104.5680,36.9294,51.219509537,3.242243401,81.3849,5158.5833,361104.5680,36.9294,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010023,53.079872831,4.675954460,160.6366,107338.4060,566127.5985,118.6301,53.079872831,4.675954460,160.6366,107338.4060,566127.5985,118.6301,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30010024,52.984909704,6.775366112,148.2846,248222.1165,556221.9315,106.9584,52.984909704,6.775366112,148.2846,248222.1165,556221.9315,106.9584,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010025,51.931355334,7.130046611,86.6541,274859.8014,439536.2357,42.5131,51.931355334,7.130046611,86.6541,274859.8014,439536.2357,42.5131,0.000000000,0.000000000,-0.0000,-0.0000,-0.0000,0.0000
30010026,53.720406108,4.195642060,28.6331,76334.3963,637835.0257,-12.7358,53.721575533,4.195889714,-12.7358,76315.8891,637705.1560,28.6331,-0.001169425,-0.000247654,41.3689,18.5072,129.8697,-41.3689
30010027,50.432124530,6.932006977,322.9066,264769.8776,272462.1788,274.9411,50.432911873,6.932667337,274.9411,264724.8081,272373.6210,322.9066,-0.000787343,-0.000660360,47.9655,45.0695,88.5578,-47.9655
30010028,51.828833480,6.824635739,201.9735,254083.6547,427671.9070,157.7009,51.828833480,6.824635740,201.9735,254083.6547,427671.9070,157.7009,0.000000000,-0.000000001,-0.0000,0.0000,-0.0000,0.0000
30010029,50.367382747,5.940075089,157.6317,194341.9220,264252.3985,110.0625,50.368162505,5.940595101,110.0625,194305.5769,264165.3812,157.6317,-0.000779758,-0.000520012,47.5692,36.3451,87.0173,-47.5692
30010030,52.491587077,3.033582858,12.7596,-4832.8475,503029.1324,-30.6957,52.492608017,3.033668215,-30.6957,-4842.3355,502915.7788,12.7596,-0.001020940,-0.000085357,43.4553,9.4880,113.3536,-43.4553
30010031,53.731348237,5.585180717,179.1232,168066.7668,638418.3058,138.7517,53.732520952,5.585639223,138.7517,168036.8675,638287.7021,179.1232,-0.001172715,-0.000458506,40.3715,29.8993,130.6037,-40.3715
30010032,50.827018492,4.772719554,21.9035,111703.2374,315420.9378,-23.6432,50.827018491,4.772719555,21.9035,111703.2373,315420.9379,-23.6432,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010033,53.476713185,7.061929696,-11.3544,266191.4980,611353.1579,-51.6450,53.476713185,7.061929696,-11.3544,266191.4980,611353.1579,-51.6450,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010034,52.648256434,4.179893744,268.1348,73295.7805,518545.2108,225.3525,52.648256434,4.179893744,268.1348,73295.7805,518545.2108,225.3525,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010035,51.020196533,6.366735178,152.6833,223730.5222,337190.9205,107.0848,51.020196533,6.366735178,152.6833,223730.5222,337190.9205,107.0848,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010036,50.754371758,5.003832187,173.4001,127945.2820,307228.1493,127.6097,50.754371758,5.003832188,173.4001,127945.2819,307228.1494,127.6097,0.000000000,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010037,52.737750261,4.159808429,89.3996,72105.6561,528525.3168,46.7308,52.737750261,4.159808430,89.3996,72105.6560,528525.3168,46.7308,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010038,51.378594810,7.866083090,238.6011,327561.4444,379535.2607,191.7803,51.379491737,7.866879708,191.7803,327509.4028,379433.6437,238.6011,-0.000896927,-0.000796618,46.8208,52.0416,101.6170,-46.8208
30010039,52.891666349,3.980377507,326.8751,60321.9837,545871.1468,284.3792,52.891666349,3.980377507,326.8751,60321.9837,545871.1468,284.3792,-0.000000000,-0.000000000,-0.0000,0.0000,0.0000,0.0000
30010040,53.465534736,6.174908074,47.9405,207314.7367,609100.5053,7.4664,53.465534736,6.174908074,47.9405,207314.7367,609100.5053,7.4664,-0.000000000,-0.000000000,0.0000,0.0000,0.0000,-0.0000
30010041,53.567141469,7.718487928,217.0586,309447.1965,622628.5992,177.1126,53.568294582,7.719272760,177.1126,309399.3845,622498.6300,217.0586,-0.001153113,-0.000784832,39.9460,47.8120,129.9692,-39.9460
30010042,53.108440663,3.312327156,193.7629,16064.0296,571071.3322,151.2114,53.108440662,3.312327157,193.7629,16064.0295,571071.3323,151.2114,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010043,52.566004006,7.218250992,130.5325,279141.5567,510282.3053,87.8595,52.566004006,7.218250993,130.5325,279141.5566,510282.3054,87.8595,0.000000000,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010044,50.950281951,5.017816120,186.7561,129042.0693,329017.8666,141.2577,50.950281950,5.017816121,186.7561,129042.0692,329017.8667,141.2577,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010045,50.517582296,7.251847703,288.5303,287252.2570,282495.2942,240.8718,50.518379393,7.252553557,240.8718,287204.4610,282405.3733,288.5303,-0.000797097,-0.000705854,47.6585,47.7960,89.9209,-47.6585
30010046,50.982402978,3.802299553,115.9782,43705.8095,333731.4617,71.2554,50.982402977,3.802299553,115.9782,43705.8095,333731.4618,71.2554,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30010047,52.552611381,2.505217272,196.2700,-40431.3356,511113.1117,152.4636,52.553636994,2.505223587,152.4636,-40436.3091,510999.0866,196.2700,-0.001025613,-0.000006315,43.8064,4.9735,114.0251,-43.8064
30010048,52.765775289,6.025230199,263.7736,198063.5327,531130.2133,221.5415,52.765775289,6.025230200,263.7736,198063.5326,531130.2133,221.5415,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010049,53.999759140,5.144478208,252.6995,139079.8850,668306.0460,212.1723,54.000963586,5.144869259,212.1723,139053.7861,668172.0659,252.6995,-0.001204446,-0.000391051,40.5272,26.0989,133.9801,-40.5272
30010050,51.991885990,4.115817284,241.5533,67678.7311,445597.0243,198.0125,51.991885990,4.115817285,241.5533,67678.7310,445597.0243,198.0125,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010051,50.284701776,3.459302747,-6.2100,17582.5033,256708.0647,-50.8047,50.285466234,3.459472570,-50.8047,17568.1706,256623.3629,-6.2100,-0.000764458,-0.000169823,44.5947,14.3327,84.7018,-44.5947
30010052,51.674559075,5.159209097,9.7099,139229.7879,409553.3776,-33.9167,51.674559075,5.159209097,9.7099,139229.7879,409553.3776,-33.9167,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010053,53.255638209,6.832591255,11.9531,251460.5426,586421.5535,-28.6965,53.255638209,6.832591255,11.9531,251460.5426,586421.5535,-28.6965,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010054,53.633564979,4.911100889,104.5603,123502.9770,627620.3996,63.3836,53.633564979,4.911100890,104.5603,123502.9770,627620.3996,63.3836,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30010055,52.140280214,6.283826609,60.4856,216379.0437,461722.4577,16.9608,52.140280214,6.283826609,60.4856,216379.0437,461722.4577,16.9608,-0.000000000,-0.000000000,0.0000,0.0000,0.0000,-0.0000
30010056,52.091573501,7.974784804,90.5160,332305.1482,459085.2577,46.4086,52.092553692,7.975600552,46.4086,332253.1633,458974.2708,90.5160,-0.000980191,-0.000815748,44.1074,51.9849,110.9869,-44.1074
30010057,51.352621077,5.457690819,267.1858,159910.5404,373714.9536,223.0196,51.352621077,5.457690819,267.1858,159910.5404,373714.9536,223.0196,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30010058,53.594268955,7.141621511,291.2760,271162.4374,624560.8071,251.1823,53.594268954,7.141621512,291.2760,271162.4374,624560.8072,251.1823,0.000000001,-0.000000001,0.0000,0.0000,-0.0001,-0.0000
30010059,53.887656818,6.318127690,235.2386,216217.1113,656197.2638,195.4432,53.888849186,6.318699098,195.4432,216181.2649,656064.0674,235.2386,-0.001192368,-0.000571408,39.7954,35.8464,133.1964,-39.7954
30010060,53.508880057,4.202131136,249.6776,76374.4582,614286.1303,208.1624,53.508880057,4.202131137,249.6776,76374.4581,614286.1303,208.1624,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010061,52.290257108,5.021235164,293.3105,130031.2115,478092.6998,250.2237,52.290257108,5.021235165,293.3105,130031.2114,478092.6998,250.2237,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010062,50.441686719,5.059250770,132.9629,131700.6594,272422.7473,86.5920,50.442473960,5.059645767,86.5920,131672.2087,272335.3010,132.9629,-0.000787241,-0.000394997,46.3709,28.4507,87.4463,-46.3709
30010063,50.881379640,5.203527788,77.8659,142073.5456,321303.2259,32.1902,50.881379640,5.203527789,77.8659,142073.5455,321303.2259,32.1902,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010064,52.805881649,3.287945722,57.2725,13452.3495,537459.5911,14.3053,52.805881648,3.287945723,57.2725,13452.3494,537459.5912,14.3053,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010065,52.752855543,5.912022268,24.2958,190433.1059,529631.1529,-17.9726,52.752855543,5.912022269,24.2958,190433.1058,529631.1529,-17.9726,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010066,51.480145290,3.681236541,-1.8691,36499.2877,389286.2694,-46.2092,51.480145290,3.681236542,-1.8691,36499.2876,389286.2694,-46.2092,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010067,52.963677143,7.100434920,85.0267,270105.6145,554328.8645,43.6680,52.963677142,7.100434921,85.0267,270105.6144,554328.8646,43.6680,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010068,53.424412914,2.588472172,189.2480,-31024.3431,607856.1293,146.6783,53.425541239,2.588478986,146.6783,-31029.6819,607730.6491,189.2480,-0.001128325,-0.000006814,42.5697,5.3388,125.4802,-42.5697
30010069,51.541875732,3.383878248,269.0288,16036.0618,396677.6286,224.7573,51.541875731,3.383878249,269.0288,16036.0617,396677.6287,224.7573,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010070,53.793209844,5.867731264,119.2510,186669.9388,645392.3808,79.1798,53.794390512,5.868233364,79.1798,186637.7312,645260.7522,119.2510,-0.001180668,-0.000502100,40.0712,32.2076,131.6286,-40.0712
30010071,52.726939353,7.436320240,173.6558,293416.1661,528581.2102,131.4826,52.727993963,7.437058078,131.4826,293369.6685,528462.4936,173.6558,-0.001054610,-0.000737838,42.1732,46.4976,118.7166,-42.1732
30010072,51.487917973,4.240498387,55.8216,75358.0123,389390.7968,11.5288,51.487917972,4.240498387,55.8216,75358.0123,389390.7969,11.5288,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30010073,53.539781693,6.658490799,127.0219,239283.6487,617823.2858,86.8002,53.539781693,6.658490801,127.0219,239283.6486,617823.2858,86.8002,0.000000000,-0.000000002,0.0000,0.0001,-0.0000,-0.0000
30010074,50.470886587,3.798904818,325.2560,42233.9624,276839.3153,280.2848,50.471673990,3.799121041,280.2848,42216.7187,276752.0714,325.2560,-0.000787403,-0.000216223,44.9712,17.2437,87.2439,-44.9712
30010075,52.395678441,4.341813011,44.5296,83847.1065,490272.6705,1.4900,52.395678441,4.341813012,44.5296,83847.1064,490272.6705,1.4900,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010076,53.409445148,5.301483269,300.2231,149299.0098,602574.4634,258.9390,53.409445147,5.301483269,300.2231,149299.0098,602574.4635,258.9390,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30010077,52.433711033,4.592141948,270.4875,100931.2449,494287.8082,227.5343,52.433711033,4.592141949,270.4875,100931.2449,494287.8082,227.5343,0.000000000,-0.000000001,-0.0000,0.0000,-0.0000,0.0000
30010078,51.255192451,6.501674605,314.0851,232799.4040,363467.6838,268.7574,51.255192451,6.501674605,314.0851,232799.4040,363467.6838,268.7574,0.000000000,0.000000000,0.0000,-0.0000,-0.0000,-0.0000
30010079,50.318898981,2.576295857,232.4387,-45193.8883,262540.1999,188.1977,50.319663627,2.576340727,188.1977,-45200.3375,262455.3045,232.4387,-0.000764646,-0.000044870,44.2410,6.4492,84.8954,-44.2410
30010080,50.920864221,7.337122927,-13.9014,292105.3882,327507.0460,-61.0991,50.921708346,7.337841893,-61.0991,292057.3527,327411.8239,-13.9014,-0.000844125,-0.000718966,47.1977,48.0355,95.2221,-47.1977
30010081,51.482876949,6.455693275,57.7950,229218.6281,388747.8705,12.9305,51.482876948,6.455693275,57.7950,229218.6281,388747.8706,12.9305,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30010082,52.741489166,3.619211453,39.5494,35609.9790,529697.8887,-3.3104,52.741489166,3.619211453,39.5494,35609.9790,529697.8887,-3.3104,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30010083,51.376451789,7.910872395,30.1576,330686.7441,379403.8937,-16.7236,51.377348388,7.911675478,-16.7236,330634.3109,379302.2648,30.1576,-0.000896599,-0.000803083,46.8812,52.4332,101.6289,-46.8812
30010084,50.434963003,6.015011123,14.2276,199609.8921,271813.6273,-33.3291,50.435751089,6.015541968,-33.3291,199572.9276,271725.6406,14.2276,-0.000788086,-0.000530845,47.5567,36.9645,87.9867,-47.5567
30010085,52.285283806,3.699864423,234.0438,39872.3857,478816.1569,190.7190,52.285283806,3.699864424,234.0438,39872.3856,478816.1569,190.7190,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30010086,51.356956963,2.773693834,-5.2378,-27016.6260,377455.5107,-49.4684,51.357843757,2.773753824,-49.4684,-27024.3370,377357.0593,-5.2378,-0.000886794,-0.000059990,44.2306,7.7110,98.4514,-44.2306
30010087,53.935705739,6.205421667,52.9359,208744.7633,661455.3874,13.1491,53.936903726,6.205975763,13.1491,208709.8949,661321.6334,52.9359,-0.001197987,-0.000554096,39.7868,34.8684,133.7540,-39.7868
30010088,52.083404326,6.816650887,76.3067,252975.9146,455980.0838,32.4754,52.083404326,6.816650887,76.3067,252975.9146,455980.0839,32.4754,0.000000000,0.000000000,0.0000,-0.0000,-0.0001,-0.0000
30010089,51.732003320,4.986422683,125.4229,127313.4508,415995.7533,81.7772,51.732003320,4.986422683,125.4229,127313.4508,415995.7534,81.7772,0.000000000,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30010090,51.264713311,3.991770136,326.7890,57609.3825,364863.4266,282.2459,51.264713310,3.991770137,326.7890,57609.3824,364863.4267,282.2459,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010091,52.641035015,2.608664423,91.4987,-33041.0049,520672.5186,47.8316,52.642071511,2.608684901,47.8316,-33046.8217,520557.3128,91.4987,-0.001036496,-0.000020478,43.6671,5.8168,115.2058,-43.6671
30010092,50.266477761,4.815788178,118.0540,114252.1734,253036.4695,71.8516,50.267244071,4.816149580,71.8516,114225.7421,252951.4263,118.0540,-0.000766310,-0.000361402,46.2024,26.4313,85.0432,-46.2024
30010093,53.635604023,3.545922330,257.3647,33204.3435,629303.9818,215.7703,53.635604023,3.545922330,257.3647,33204.3435,629303.9818,215.7703,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010094,52.649707020,3.929653501,252.6264,56365.5597,519018.6396,209.7761,52.649707020,3.929653502,252.6264,56365.5597,519018.6396,209.7761,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30010095,51.211191165,5.708656377,28.4910,177462.4310,358027.9864,-16.0275,51.211191164,5.708656378,28.4910,177462.4309,358027.9865,-16.0275,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010096,51.676948561,3.829759368,170.2711,47283.0598,410946.7253,126.1568,51.676948560,3.829759368,170.2711,47283.0598,410946.7254,126.1568,0.000000001,-0.000000000,0.0000,-0.0000,-0.0001,-0.0000
30010097,52.508480538,4.921456934,-10.7592,123379.7747,502412.1096,-53.4976,52.508480537,4.921456935,-10.7592,123379.7746,502412.1097,-53.4976,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010098,53.411953674,2.954185042,69.0218,-6770.3933,605585.9451,26.7738,53.413082265,2.954247341,26.7738,-6778.7821,605460.5418,69.0218,-0.001128591,-0.000062299,42.2480,8.3888,125.4033,-42.2480
30010099,53.893430423,5.000930362,97.7996,129601.2931,656510.8333,57.0249,53.894622113,5.001299937,57.0249,129576.2813,656378.3240,97.7996,-0.001191690,-0.000369575,40.7747,25.0118,132.5093,-40.7747
30010100,50.705459012,7.545211402,242.0217,307440.3451,303961.1284,194.2668,50.706277732,7.545959468,194.2668,307390.2019,303868.5268,242.0217,-0.000818720,-0.000748066,47.7549,50.1432,92.6016,-47.7549
30010101,51.461909782,6.306353239,-0.1398,218875.1739,386273.9317,-44.8896,51.461909781,6.306353239,-0.1398,218875.1739,386273.9318,-44.8896,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30010102,51.271897246,3.546428168,321.1072,26551.8139,366351.3980,276.6168,51.271897246,3.546428169,321.1072,26551.8139,366351.3980,276.6168,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30010103,52.660176507,5.856184961,64.5042,186730.1676,519292.6909,22.0668,52.660176507,5.856184962,64.5042,186730.1675,519292.6909,22.0668,-0.000000000,-0.000000001,0.0000,0.0001,0.0000,-0.0000
30010104,50.868977076,3.503030078,94.6887,22368.6452,321614.1490,50.0785,50.868977075,3.503030079,94.6887,22368.6451,321614.1491,50.0785,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010105,53.520667551,6.793341605,184.1387,248264.8689,615862.6655,143.8782,53.520667551,6.793341606,184.1387,248264.8689,615862.6655,143.8782,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30010106,50.349759303,7.001452348,152.7210,269905.4037,263406.4913,104.5363,50.350536993,7.002122428,104.5363,269859.6189,263318.9467,152.7210,-0.000777690,-0.000670080,48.1847,45.7848,87.5446,-48.1847
30010107,52.973005100,7.297063203,321.0292,283286.8543,555698.2578,279.7161,52.973005100,7.297063204,321.0292,283241.8090,555576.5568,321.0292,0.000000000,-0.000000001,0.0000,45.0453,121.7010,-41.3131
30010108,52.500626965,4.572452772,190.7241,99676.1032,501747.8895,147.8701,52.500626964,4.572452773,190.7241,99676.1031,501747.8896,147.8701,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010109,52.526488069,2.512791470,45.3912,-40033.3636,508187.5760,1.5647,52.527510657,2.512799259,1.5647,-40038.4112,508073.8915,45.3912,-0.001022588,-0.000007789,43.8265,5.0476,113.6845,-43.8265
30010110,50.505665130,4.035056217,212.6999,59070.1878,280372.2021,167.4274,50.506457352,4.035305642,167.4274,59050.8713,280284.4125,212.6999,-0.000792222,-0.000249425,45.2725,19.3165,87.7896,-45.2725
30010111,52.683336671,5.191029683,197.9469,141734.0878,521784.7975,155.5191,52.683336670,5.191029684,197.9469,141734.0877,521784.7976,155.5191,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30010112,53.762875324,4.210134030,302.6131,77368.5807,642546.1016,261.2597,53.764049782,4.210383546,261.2597,77349.9834,642415.6677,302.6131,-0.001174458,-0.000249516,41.3534,18.5973,130.4339,-41.3534
30010113,52.838426788,2.514805163,111.3896,-38517.7305,542873.1593,67.7644,52.839485970,2.514809006,67.7644,-38522.6773,542755.3864,111.3896,-0.001059182,-0.000003843,43.6252,4.9468,117.7729,-43.6252
30010114,52.768594428,5.477261726,243.3387,161077.9604,531257.5360,201.0543,52.768594428,5.477261727,243.3387,161077.9603,531257.5360,201.0543,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30010115,53.499305526,4.467298053,22.1254,93952.8671,612962.9502,-19.3642,53.499305525,4.467298054,22.1254,93952.8670,612962.9503,-19.3642,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010116,50.418023947,3.756864791,193.6326,39118.9148,271024.6467,148.7238,50.418805035,3.757075497,148.7238,39102.0120,270938.1058,193.6326,-0.000781088,-0.000210706,44.9088,16.9028,86.5409,-44.9088
30010117,52.899322082,5.347826781,181.4790,152350.0877,545801.4489,139.3780,52.899322082,5.347826781,181.4790,152350.0877,545801.4489,139.3780,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30010118,53.827478909,7.610764421,162.8882,301414.7068,651370.5682,123.2892,53.828663367,7.611533590,123.2892,301368.1639,651237.2108,162.8882,-0.001184458,-0.000769169,39.5990,46.5429,133.3574,-39.5990
30010119,50.880783361,5.770979299,107.3697,182010.4298,321291.5269,61.7004,50.880783360,5.770979299,107.3697,182010.4298,321291.5270,61.7004,0.000000001,0.000000000,-0.0000,-0.0000,-0.0001,0.0000
30010120,53.715810239,5.278118280,321.9860,147796.8594,636676.1518,281.2625,53.715810239,5.278118280,321.9860,147769.4923,636545.9394,321.9860,0.000000000,-0.000000000,-0.0000,27.3671,130.2124,-40.7235
30010121,51.945558226,2.968820043,132.1945,-11255.4919,442445.5349,88.1460,51.946514887,2.968902231,88.1460,-11264.6827,442339.3415,132.1945,-0.000956661,-0.000082188,44.0485,9.1908,106.1934,-44.0485
30010122,53.488695505,5.655009146,61.4146,172776.3748,611424.7605,20.6585,53.488695505,5.655009146,61.4146,172776.3748,611424.7605,20.6585,0.000000000,0.000000000,-0.0000,-0.0000,-0.0000,0.0000
30010123,53.341485779,4.160330720,231.8600,73283.6332,595703.9306,190.1251,53.341485778,4.160330721,231.8600,73283.6331,595703.9307,190.1251,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30010124,51.694266782,4.704426966,234.5884,107793.5563,411942.5204,190.7478,51.694266782,4.704426967,234.5884,107793.5563,411942.5204,190.7478,-0.000000000,-0.000000001,-0.0000,0.0000,0.0000,0.0000
30010125,52.276260770,2.616913267,164.3347,-34035.8156,480084.5938,120.3401,52.277254541,2.616939748,120.3401,-34041.8473,479974.1626,164.3347,-0.000993771,-0.000026481,43.9946,6.0317,110.4312,-43.9946
30010126,53.831472628,2.783550812,8.3174,-16420.0927,652656.3423,-33.4301,53.832649711,2.783581699,-33.4301,-16426.8810,652525.4656,8.3174,-0.001177083,-0.000030887,41.7475,6.7883,130.8767,-41.7475
30010127,52.933337499,7.851212927,105.7094,320651.2917,552414.3937,64.3443,52.934416207,7.852014381,64.3443,320601.5311,552292.5789,105.7094,-0.001078708,-0.000801454,41.3651,49.7606,121.8148,-41.3651
