nr,lat_orig,lon_orig,hell_orig,rdx_orig,rdy_orig,nap_orig,lat_calc,lon_calc,hell_calc,rdx_calc,rdy_calc,nap_calc,lat_diff,lon_diff,hell_diff,rdx_diff,rdy_diff,nap_diff
30011886,51.621078434,3.457415142,299.4215,21369.7056,405349.3193,255.2311,51.621078434,3.457415143,299.4215,21369.7056,405349.3193,255.2311,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011887,51.476736385,3.293036687,177.3011,9527.6270,389610.0576,132.9835,51.476736385,3.293036688,177.3011,9527.6269,389610.0577,132.9835,0.000000000,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011888,51.517006356,2.752054013,326.5868,-27879.7258,395307.3842,282.3114,51.517911786,2.752109161,282.3114,-27887.1944,395206.8493,326.5868,-0.000905430,-0.000055148,44.2754,7.4686,100.5349,-44.2754
30011889,53.825884218,4.104997162,-4.1683,70560.3274,649677.8527,-45.5697,53.827065770,4.105230081,-45.5697,70542.6409,649546.6325,-4.1683,-0.001181552,-0.000232919,41.4014,17.6865,131.2202,-41.4014
30011890,53.743053923,5.347965916,319.0222,152410.4178,639703.9373,278.4186,53.744227733,5.348388265,278.4186,152382.4809,639573.3094,319.0222,-0.001173810,-0.000422349,40.6036,27.9369,130.6279,-40.6036
30011891,51.239345656,2.861437007,255.2736,-21360.3814,364161.3261,210.9765,51.240219035,2.861510333,210.9765,-21368.8609,364064.3912,255.2736,-0.000873379,-0.000073326,44.2971,8.4795,96.9349,-44.2971
30011892,53.186862318,4.276757308,91.1316,80772.4635,578371.1071,49.1751,53.186862318,4.276757309,91.1316,80772.4634,578371.1072,49.1751,0.000000000,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011893,53.059101397,3.017839482,53.9222,-3830.8641,566190.5675,11.0594,53.060188846,3.017915731,11.0594,-3839.9499,566069.7799,53.9222,-0.001087449,-0.000076249,42.8628,9.0858,120.7876,-42.8628
30011894,52.363836629,4.333627084,300.1921,83238.4546,486738.1215,257.1138,52.363836628,4.333627085,300.1921,83238.4545,486738.1216,257.1138,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011895,53.177171121,3.303259391,84.0123,15678.1125,578735.4056,41.5799,53.177171120,3.303259391,84.0123,15678.1125,578735.4057,41.5799,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011896,52.256763336,3.241218464,161.2431,8490.6122,476471.2432,117.6892,52.256763336,3.241218465,161.2431,8490.6122,476471.2432,117.6892,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011897,53.680962672,6.623668878,246.6044,236704.7207,633495.5556,206.5545,53.680962672,6.623668879,246.6044,236704.7207,633495.5556,206.5545,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011898,51.930509595,2.996777462,232.3213,-9389.0783,440708.2965,188.2746,51.931464617,2.996863912,188.2746,-9398.5167,440602.2921,232.3213,-0.000955022,-0.000086450,44.0467,9.4384,106.0044,-44.0467
30011899,53.861966213,4.750738887,-2.8005,113119.8502,653125.6790,-43.8172,53.863153694,4.751070331,-43.8172,113096.8711,652993.7050,-2.8005,-0.001187481,-0.000331444,41.0167,22.9791,131.9740,-41.0167
30011900,51.064123022,6.638481088,33.8653,242713.1295,342368.1649,-11.9841,51.064123021,6.638481088,33.8653,242713.1295,342368.1650,-11.9841,0.000000001,0.000000000,0.0000,-0.0000,-0.0001,-0.0000
30011901,53.509234613,6.209085665,324.1834,209528.9285,613989.5060,283.8043,53.509234613,6.209085666,324.1834,209528.9284,613989.5060,283.8043,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30011902,50.973145642,4.310271091,132.2015,79359.1011,332052.6269,87.1691,50.973145642,4.310271091,132.2015,79359.1011,332052.6269,87.1691,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011903,51.914636001,5.553200702,230.2798,166421.1368,436251.4372,186.7383,51.914636000,5.553200702,230.2798,166421.1368,436251.4373,186.7383,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30011904,51.075519405,4.184292266,14.0304,70698.4974,343578.4906,-30.8067,51.075519405,4.184292266,14.0304,70698.4974,343578.4906,-30.8067,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011905,52.412990213,4.411185095,300.9168,88594.5447,492132.8831,257.9055,52.412990213,4.411185096,300.9168,88594.5447,492132.8831,257.9055,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011906,52.100067528,4.092039049,150.6999,66260.3947,457660.6521,107.3036,52.100067527,4.092039049,150.6999,66260.3947,457660.6522,107.3036,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011907,53.894471625,3.909057684,123.5605,57815.3475,657559.8553,82.0820,53.895660620,3.909260001,82.0820,57799.3203,657427.8080,123.5605,-0.001188995,-0.000202317,41.4785,16.0272,132.0473,-41.4785
30011908,52.129321028,2.993616203,85.6235,-8877.3486,462826.4795,41.7622,52.130299328,2.993699893,41.7622,-8886.6667,462717.8771,85.6235,-0.000978300,-0.000083690,43.8613,9.3181,108.6024,-43.8613
30011909,52.899616415,5.768181324,282.2864,180635.5256,545901.1823,240.2782,52.899616415,5.768181325,282.2864,180635.5255,545901.1823,240.2782,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30011910,53.389894954,6.340317016,147.8155,218411.4855,600815.4610,107.3051,53.389894954,6.340317016,147.8155,218411.4855,600815.4610,107.3051,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30011911,52.802298699,6.766492355,129.3362,248014.5283,535892.4216,87.4977,52.802298698,6.766492356,129.3362,248014.5282,535892.4217,87.4977,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011912,52.330202809,4.773498412,85.2432,113166.7557,482651.2683,42.1710,52.330202809,4.773498413,85.2432,113166.7557,482651.2683,42.1710,-0.000000000,-0.000000001,0.0000,0.0000,0.0000,-0.0000
30011913,52.310950114,3.022535127,227.3022,-6239.0167,482962.4124,183.6866,52.311949827,3.022620961,183.6866,-6248.4965,482851.4262,227.3022,-0.000999713,-0.000085834,43.6156,9.4798,110.9862,-43.6156
30011914,52.387420065,7.126810061,231.9056,273420.3586,490262.7380,188.6235,52.387420065,7.126810061,231.9056,273420.3586,490262.7380,188.6235,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011915,53.848552099,3.636868921,5.8682,39797.2563,652852.1291,-35.6443,53.849734756,3.637030038,-35.6443,39783.4423,652720.7823,5.8682,-0.001182657,-0.000161117,41.5125,13.8140,131.3468,-41.5125
30011916,50.884659617,6.157166312,298.4707,209185.0285,321937.0893,252.5407,50.884659616,6.157166312,298.4707,209185.0285,321937.0894,252.5407,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011917,52.504349705,6.608836410,152.5804,237943.6092,502550.9074,109.8613,52.504349705,6.608836411,152.5804,237943.6092,502550.9074,109.8613,0.000000000,-0.000000001,-0.0000,0.0000,-0.0000,0.0000
30011918,53.374022251,7.830150117,204.3146,317573.0590,601389.0842,164.0002,53.375152603,7.830950907,164.0002,317524.0603,601261.5379,204.3146,-0.001130352,-0.000800790,40.3144,48.9987,127.5463,-40.3144
30011919,51.067205923,7.221246640,225.7838,283550.6156,343573.2790,178.8173,51.067205922,7.221246640,225.7838,283503.7800,343476.2512,225.7838,0.000000001,-0.000000000,0.0000,46.8356,97.0278,-46.9665
30011920,50.330466943,7.684184355,100.2892,318561.3973,262554.9378,52.1975,50.331241697,7.684950899,52.1975,318509.5281,262467.0756,100.2892,-0.000774754,-0.000766544,48.0917,51.8692,87.8622,-48.0917
30011921,52.693549771,7.400879458,41.1455,291126.1079,524799.5791,-1.1267,52.694600765,7.401611730,-1.1267,291079.8786,524681.2987,41.1455,-0.001050994,-0.000732272,42.2722,46.2293,118.2804,-42.2722
30011922,53.233550160,2.960859120,210.1780,-6995.9746,585723.7417,167.5695,53.234657833,2.960924660,167.5695,-7004.5015,585600.6797,210.1780,-0.001107673,-0.000065540,42.6085,8.5269,123.0620,-42.6085
30011923,53.362182395,5.451030697,269.9285,159248.9727,597312.8059,228.7178,53.362182395,5.451030697,269.9285,159248.9727,597312.8059,228.7178,-0.000000000,-0.000000000,0.0000,0.0000,0.0000,-0.0000
30011924,51.556172777,5.449800638,182.1317,159341.4017,396359.8149,138.4090,51.556172777,5.449800639,182.1317,159341.4017,396359.8149,138.4090,-0.000000000,-0.000000001,0.0000,0.0000,0.0000,-0.0000
30011925,52.776345057,4.584623281,275.4294,100842.9558,532416.8277,233.0169,52.776345057,4.584623282,275.4294,100842.9558,532416.8277,233.0169,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011926,53.684509392,4.647730196,75.7914,106138.4890,633438.1712,34.5490,53.684509392,4.647730198,75.7914,106138.4889,633438.1712,34.5490,0.000000000,-0.000000002,-0.0000,0.0001,-0.0000,0.0000
30011927,50.756575861,6.783308592,75.2790,253517.4064,308341.6817,28.5832,50.756575860,6.783308593,75.2790,253517.4063,308341.6818,28.5832,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011928,53.583771423,5.837802743,201.1475,184843.7371,622067.4277,160.7252,53.583771423,5.837802743,201.1475,184843.7371,622067.4277,160.7252,-0.000000000,-0.000000000,-0.0000,0.0000,0.0000,0.0000
30011929,51.879040356,7.443495128,208.8513,296577.4485,434281.1272,164.4918,51.879996434,7.444231980,164.4918,296529.7405,434173.3649,208.8513,-0.000956078,-0.000736852,44.3595,47.7080,107.7623,-44.3595
30011930,50.539705595,7.094240845,-12.2071,276017.9841,284683.9568,-59.8204,50.540505401,7.094924372,-59.8204,275971.6092,284593.8763,-12.2071,-0.000799806,-0.000683527,47.6133,46.3749,90.0805,-47.6133
30011931,52.781240082,4.335371682,0.4865,84032.4565,533177.2780,-42.0020,52.781240082,4.335371682,0.4865,84032.4565,533177.2780,-42.0020,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011932,52.676664433,4.079565323,71.9343,66563.7366,521823.9334,29.1496,52.676664432,4.079565324,71.9343,66563.7365,521823.9335,29.1496,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011933,52.912439055,4.699977366,211.8788,108770.7443,547480.2710,169.6597,52.912439055,4.699977367,211.8788,108770.7442,547480.2710,169.6597,0.000000000,-0.000000001,0.0000,0.0001,-0.0000,-0.0000
30011934,53.321512336,2.573148785,177.3998,-32490.3196,596449.6863,134.5919,53.322628503,2.573154714,134.5919,-32495.5708,596325.5613,177.3998,-0.001116167,-0.000005929,42.8079,5.2512,124.1250,-42.8079
30011935,53.922265277,6.091082165,251.0851,201249.1764,659879.4946,211.2449,53.923461639,6.091618741,211.2449,201215.2324,659745.9899,251.0851,-0.001196362,-0.000536576,39.8402,33.9440,133.5047,-39.8402
30011936,50.362558538,6.016549225,308.1674,199788.2140,263759.5092,260.4800,50.363337755,6.017080040,260.4800,199751.1864,263672.5075,308.1674,-0.000779217,-0.000530815,47.6874,37.0276,87.0017,-47.6874
30011937,51.403417408,3.549973145,245.2952,27167.5669,380973.7078,200.9001,51.403417408,3.549973145,245.2952,27167.5669,380973.7079,200.9001,0.000000000,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30011938,51.464287042,3.859702752,227.2458,48857.7430,387247.3434,182.8910,51.464287042,3.859702753,227.2458,48857.7429,387247.3434,182.8910,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30011939,52.616713305,5.508751609,311.0077,163231.7061,514360.4154,268.5018,52.616713304,5.508751610,311.0077,163231.7060,514360.4155,268.5018,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011940,53.481110605,5.674735303,107.1676,174089.1624,610585.6274,66.4142,53.481110605,5.674735303,107.1676,174089.1624,610585.6274,66.4142,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011941,52.154063371,3.734466386,236.9349,41900.3351,464164.6650,193.5048,52.154063370,3.734466387,236.9349,41900.3350,464164.6651,193.5048,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011942,51.995245120,4.451311281,307.2387,90724.8816,445620.6200,263.7194,51.995245120,4.451311282,307.2387,90724.8816,445620.6200,263.7194,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011943,51.603992598,3.579843942,39.3158,29799.0322,403231.3632,-4.9000,51.603992598,3.579843943,39.3158,29799.0321,403231.3633,-4.9000,0.000000000,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011944,53.290135152,7.813583096,34.8485,316785.5918,592019.3759,-5.6176,53.291255548,7.814380937,-5.6176,316736.6166,591892.9562,34.8485,-0.001120396,-0.000797841,40.4661,48.9752,126.4197,-40.4661
30011945,53.147681442,7.098307256,186.7636,269476.8536,574798.1027,145.8802,53.147681442,7.098307257,186.7636,269476.8536,574798.1027,145.8802,0.000000000,-0.000000001,-0.0000,0.0000,-0.0000,0.0000
30011946,52.504980407,6.824399422,2.8405,252576.8118,502889.9742,-39.9076,52.504980406,6.824399423,2.8405,252576.8117,502889.9743,-39.9076,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011947,50.420474300,6.140949850,294.9810,208574.9330,270285.9881,247.1854,50.421260617,6.141498484,247.1854,208536.8414,270198.1213,294.9810,-0.000786317,-0.000548634,47.7956,38.0916,87.8668,-47.7956
30011948,52.123530086,3.727056339,110.7864,41315.6023,460779.7345,67.3186,52.123530086,3.727056339,110.7864,41315.6023,460779.7345,67.3186,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30011949,50.587932293,3.503478534,99.3878,21596.4158,290354.0527,54.5199,50.588732321,3.503651828,54.5199,21581.8603,290265.3942,99.3878,-0.000800028,-0.000173294,44.8679,14.5555,88.6585,-44.8679
30011950,53.592947514,5.974502216,88.4826,193889.1856,623154.1624,48.1685,53.592947514,5.974502217,88.4826,193889.1856,623154.1624,48.1685,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011951,53.465059698,3.122289028,90.1978,4590.1315,611129.5026,48.2150,53.465059697,3.122289029,90.1978,4580.3692,611003.3564,90.1978,0.000000001,-0.000000001,0.0000,9.7623,126.1462,-41.9828
30011952,51.178708172,3.686993001,155.9996,36117.7253,355748.1144,111.4159,51.178708172,3.686993002,155.9996,36117.7252,355748.1144,111.4159,-0.000000000,-0.000000001,-0.0000,0.0001,0.0000,0.0000
30011953,51.170921547,3.151515967,138.6074,-1343.5341,355891.0327,94.1704,51.171788046,3.151630207,94.1704,-1354.4710,355794.9217,138.6074,-0.000866499,-0.000114240,44.4370,10.9369,96.1110,-44.4370
30011954,51.703994125,4.350542760,93.2230,83342.6370,413313.6219,49.2722,51.703994124,4.350542761,93.2230,83342.6369,413313.6220,49.2722,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011955,53.889751757,5.901777606,107.7876,188836.7415,656154.4586,67.8344,53.890944180,5.902285218,67.8344,188804.3192,656021.4986,107.7876,-0.001192423,-0.000507612,39.9532,32.4223,132.9600,-39.9532
30011956,52.550202017,3.449231766,172.0676,23562.9746,508712.7288,128.9106,52.550202016,3.449231767,172.0676,23562.9746,508712.7289,128.9106,0.000000001,-0.000000001,0.0000,0.0000,-0.0001,-0.0000
30011957,52.356917278,5.742880364,-6.6120,179230.1600,485506.1228,-49.5948,52.356917277,5.742880364,-6.6120,179230.1600,485506.1229,-49.5948,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30011958,50.596145209,4.527074855,95.0357,94093.8434,289911.6090,49.2845,50.596949358,4.527393521,49.2845,94070.2325,289822.4258,95.0357,-0.000804149,-0.000318666,45.7512,23.6109,89.1832,-45.7512
30011959,51.025260479,3.740077453,93.5785,39444.3384,338595.0451,48.9168,51.025260479,3.740077453,93.5785,39444.3384,338595.0451,48.9168,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011960,51.508111898,2.971323710,132.8230,-12699.3203,393790.7506,88.5227,51.509017074,2.971408979,88.5227,-12708.5757,393690.2946,132.8230,-0.000905176,-0.000085269,44.3003,9.2554,100.4560,-44.3003
30011961,52.144067421,4.477938209,44.7622,92760.8269,462154.2422,1.3885,52.144067421,4.477938209,44.7622,92760.8269,462154.2422,1.3885,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011962,51.368517479,2.938533253,169.2193,-15496.4526,378342.7417,124.9221,51.369406226,2.938615491,124.9221,-15505.4958,378244.1103,169.2193,-0.000888747,-0.000082238,44.2972,9.0432,98.6314,-44.2972
30011963,50.375743514,7.255646348,166.5014,287923.3463,266725.7077,118.5354,50.376524048,7.256352428,118.5354,287875.3380,266637.6221,166.5014,-0.000780534,-0.000706080,47.9660,48.0083,88.0856,-47.9660
30011964,52.860608622,4.832361375,156.7396,117631.6533,541636.2110,114.4763,52.860608621,4.832361376,156.7396,117631.6532,541636.2111,114.4763,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011965,50.676658315,4.723928149,242.1714,108113.9451,298723.7550,196.4619,50.677472357,4.724274415,196.4619,108088.6517,298633.4269,242.1714,-0.000814042,-0.000346266,45.7095,25.2934,90.3281,-45.7095
30011966,53.756105598,3.387590303,192.0628,23106.5013,642993.2268,150.4875,53.757276446,3.387714342,150.4875,23094.6913,642863.1767,192.0628,-0.001170848,-0.000124039,41.5753,11.8100,130.0501,-41.5753
30011967,52.450078810,5.938947864,24.2086,192508.0180,495955.2738,-18.6289,52.450078809,5.938947864,24.2086,192508.0180,495955.2739,-18.6289,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011968,53.954683065,4.277869401,46.8306,82165.8338,663824.5762,5.4681,53.955880260,4.278127718,5.4681,82146.8144,663691.5922,46.8306,-0.001197195,-0.000258317,41.3625,19.0194,132.9840,-41.3625
30011969,53.875433653,5.229004806,177.5024,144593.2186,654450.5669,136.9301,53.876623577,5.229409347,136.9301,144566.3190,654318.1819,177.5024,-0.001189924,-0.000404541,40.5723,26.8996,132.3850,-40.5723
30011970,52.005722274,6.755244062,112.4929,248930.2820,447257.2247,68.5310,52.005722273,6.755244062,112.4929,248930.2820,447257.2248,68.5310,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011971,52.095614613,2.569447129,227.6612,-38054.3413,460121.1603,183.4770,52.096586984,2.569468977,183.4770,-38060.0376,460013.1027,227.6612,-0.000972371,-0.000021848,44.1842,5.6963,108.0576,-44.1842
30011972,53.095911133,5.988596960,132.1881,195284.8544,567845.7054,90.7740,53.095911132,5.988596961,132.1881,195284.8543,567845.7055,90.7740,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30011973,50.260890518,4.882352085,250.2377,118994.6022,252380.1287,203.9916,50.261656313,4.882722910,203.9916,118967.5734,252295.1236,250.2377,-0.000765795,-0.000370825,46.2461,27.0288,85.0051,-46.2461
30011974,53.019803188,4.525281021,50.8609,97162.0957,559553.2753,8.7479,53.019803188,4.525281022,50.8609,97162.0956,559553.2753,8.7479,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30011975,50.581437992,3.299139049,71.7596,7107.2071,290023.6416,27.0293,50.582236476,3.299283388,27.0293,7094.4576,289935.1352,71.7596,-0.000798484,-0.000144339,44.7303,12.7495,88.5064,-44.7303
30011976,52.980616101,4.803663632,55.5324,115806.8624,555005.4747,13.4187,52.980616100,4.803663632,55.5324,115806.8624,555005.4748,13.4187,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011977,50.983267558,2.799881115,214.8681,-26665.9236,335835.4853,170.4865,50.984110788,2.799949317,170.4865,-26674.0293,335741.8969,214.8681,-0.000843230,-0.000068202,44.3816,8.1057,93.5884,-44.3816
30011978,53.903677868,5.730500683,145.7880,177566.6282,657637.2905,105.7481,53.904871790,5.730982018,105.7481,177535.6275,657504.2495,145.7880,-0.001193922,-0.000481335,40.0399,31.0007,133.0410,-40.0399
30011979,51.732388872,7.963441598,74.0810,332944.8638,419113.4927,28.9315,51.733327025,7.964253949,28.9315,332892.4723,419007.1904,74.0810,-0.000938153,-0.000812351,45.1495,52.3915,106.3023,-45.1495
30011980,53.697156344,7.167237614,49.8009,272574.4117,636052.1432,9.8640,53.697156344,7.167237614,49.8009,272574.4117,636052.1432,9.8640,0.000000000,-0.000000000,0.0000,0.0000,-0.0000,-0.0000
30011981,52.123844279,7.712587826,320.4545,314228.4359,462066.2286,276.5215,52.124828652,7.713364576,276.5215,314178.7776,461955.0553,320.4545,-0.000984373,-0.000776750,43.9330,49.6583,111.1733,-43.9330
30011982,51.983817605,4.544726086,-11.9823,97125.4777,444270.7460,-55.5140,51.983817605,4.544726086,-11.9823,97125.4777,444270.7460,-55.5140,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011983,51.856815651,7.155793080,10.2501,276832.0436,431287.7499,-34.0472,51.856815650,7.155793080,10.2501,276832.0436,431287.7500,-34.0472,0.000000001,-0.000000000,0.0000,0.0000,-0.0001,-0.0000
30011984,53.508738829,7.907673200,191.5828,322205.1214,616554.2938,151.5439,53.509885190,7.908486200,151.5439,322155.6836,616424.8823,191.5828,-0.001146361,-0.000813000,40.0389,49.4378,129.4115,-40.0389
30011985,52.679940856,7.228705589,37.0624,279527.4367,522975.2470,-5.1924,52.679940855,7.228705590,37.0624,279482.6357,522857.2484,37.0624,0.000000001,-0.000000001,-0.0000,44.8010,117.9986,-42.2548
30011986,50.638004229,3.651915795,203.2974,32239.0666,295664.1584,158.3335,50.638810644,3.652109734,158.3335,32223.2263,295574.7964,203.2974,-0.000806415,-0.000193939,44.9639,15.8403,89.3620,-44.9639
30011987,53.039839882,5.999765864,319.7755,196086.0372,561612.2831,278.1957,53.039839882,5.999765864,319.7755,196086.0372,561612.2831,278.1957,-0.000000000,-0.000000000,0.0000,0.0000,0.0000,-0.0000
30011988,53.456979596,3.643116817,207.1097,39150.1631,609266.2847,165.3537,53.456979595,3.643116817,207.1097,39150.1631,609266.2848,165.3537,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30011989,50.988381050,6.922206473,125.8438,262776.9770,334322.2474,79.4391,50.988381049,6.922206474,125.8438,262776.9769,334322.2475,79.4391,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30011990,50.603386960,7.212881567,132.6412,284251.3036,291969.6586,85.1778,50.604194110,7.213582072,85.1778,284203.9596,291878.6570,132.6412,-0.000807150,-0.000700505,47.4634,47.3440,91.0016,-47.4634
30011991,50.781569010,7.061583569,22.3722,273088.3396,311533.3016,-24.5141,50.781569010,7.061583569,22.3722,273088.3396,311533.3016,-24.5141,0.000000000,0.000000000,-0.0000,-0.0000,-0.0000,0.0000
30011992,51.995631105,5.499577750,103.5464,162717.7820,445255.6133,60.0831,51.995631104,5.499577752,103.5464,162717.7819,445255.6134,60.0831,0.000000001,-0.000000002,-0.0000,0.0001,-0.0001,0.0000
30011993,51.982828155,4.467861298,262.3195,91843.9799,444224.6988,218.7891,51.982828155,4.467861298,262.3195,91843.9799,444224.6988,218.7891,-0.000000000,-0.000000000,0.0000,0.0000,0.0000,-0.0000
30011994,51.151347231,7.898553755,289.4854,330691.0801,354341.5668,241.7671,51.152217527,7.899354067,241.7671,330638.4421,354242.8723,289.4854,-0.000870296,-0.000800312,47.7183,52.6380,98.6945,-47.7183
30011995,51.043959504,6.502149436,201.5794,233191.2397,339970.4466,155.8886,51.043959504,6.502149437,201.5794,233191.2397,339970.4466,155.8886,0.000000000,-0.000000001,-0.0000,0.0000,-0.0000,0.0000
30011996,53.661695349,3.791786382,317.4427,49529.9669,631818.5943,275.8957,53.661695349,3.791786382,317.4427,49529.9669,631818.5943,275.8957,0.000000000,-0.000000000,-0.0000,0.0000,-0.0000,0.0000
30011997,51.394812472,5.500091388,50.1959,162856.9302,378412.4815,6.1510,51.394812472,5.500091389,50.1959,162856.9302,378412.4815,6.1510,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30011998,52.305811376,6.073477051,239.6655,201805.3903,479982.0506,196.5278,52.305811376,6.073477052,239.6655,201805.3902,479982.0506,196.5278,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30011999,52.383974588,4.036933643,151.4081,63073.2234,489313.7207,108.2881,52.383974588,4.036933645,151.4081,63073.2233,489313.7207,108.2881,0.000000000,-0.000000002,-0.0000,0.0001,-0.0000,0.0000
30012000,50.255515421,4.583567263,296.7779,97679.2744,251971.7840,250.7366,50.256279930,4.583895951,250.7366,97654.9036,251886.9986,296.7779,-0.000764509,-0.000328688,46.0413,24.3708,84.7854,-46.0413
30012001,53.597133547,3.526736015,140.9986,31824.5479,625055.7147,99.3738,53.597133546,3.526736016,140.9986,31824.5478,625055.7148,99.3738,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30012002,52.589534859,4.632323102,238.3689,103844.5770,511596.0771,195.6617,52.589534858,4.632323103,238.3689,103844.5769,511596.0772,195.6617,0.000000001,-0.000000001,-0.0000,0.0001,-0.0001,0.0000
30012003,52.715870506,6.920523702,261.5992,258604.9892,526486.0840,219.4881,52.715870506,6.920523703,261.5992,258604.9891,526486.0840,219.4881,0.000000000,-0.000000001,-0.0000,0.0001,-0.0000,0.0000
30012004,53.249837281,7.750746570,239.6097,312744.0893,587396.8281,199.0541,53.250952693,7.751534811,199.0541,312695.5757,587271.0282,239.6097,-0.001115412,-0.000788241,40.5556,48.5136,125.7999,-40.5556
30012005,50.972886930,5.650101982,281.4060,173466.3282,331500.3767,236.0225,50.972886929,5.650101982,281.4060,173466.3282,331500.3768,236.0225,0.000000001,-0.000000000,-0.0000,0.0000,-0.0001,0.0000
30012006,51.376955658,2.811301355,206.5858,-24319.6784,379586.2475,162.3403,51.377844928,2.811366218,162.3403,-24327.6860,379487.5291,206.5858,-0.000889270,-0.000064863,44.2455,8.0076,98.7184,-44.2455
30012007,50.702444668,2.500006106,271.9135,-48946.3406,305398.7006,227.5546,50.703253717,2.500035541,227.5546,-48951.9656,305308.8336,271.9135,-0.000809049,-0.000029435,44.3589,5.6250,89.8670,-44.3589
30012008,51.036952650,4.473434261,8.5652,90907.5683,338994.8358,-36.5277,51.036952650,4.473434262,8.5652,90907.5682,338994.8359,-36.5277,0.000000000,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
30012009,52.420455390,6.447130612,55.3713,227101.7689,493043.9541,12.4390,52.420455390,6.447130613,55.3713,227101.7688,493043.9541,12.4390,-0.000000000,-0.000000001,-0.0000,0.0001,0.0000,0.0000
30012010,51.599929603,7.865841462,189.8484,326707.1308,404148.6817,144.1961,51.600852426,7.866639011,144.1961,326655.3968,404044.1881,189.8484,-0.000922823,-0.000797549,45.6523,51.7340,104.4936,-45.6523
30012011,52.076664048,5.098961921,20.3373,135239.8102,454304.3898,-23.0311,52.076664048,5.098961921,20.3373,135239.8102,454304.3898,-23.0311,0.000000000,0.000000000,-0.0000,-0.0000,-0.0000,0.0000
30012012,51.714998302,5.679774968,27.3582,175219.1940,414068.3995,-16.4224,51.714998302,5.679774969,27.3582,175219.1940,414068.3995,-16.4224,0.000000000,-0.000000001,0.0000,0.0000,-0.0000,-0.0000
30012013,50.250781499,7.816293677,70.4201,328259.3239,253995.5383,22.1475,50.251546756,7.817078581,22.1475,328206.1739,253908.5911,70.4201,-0.000765257,-0.000784904,48.2726,53.1500,86.9472,-48.2726
30012014,53.525072348,4.764726605,43.0542,113715.1963,615619.0259,1.6673,53.525072347,4.764726606,43.0542,113715.1962,615619.0260,1.6673,0.000000001,-0.000000001,0.0000,0.0001,-0.0001,-0.0000
